Order_ID,Order_Date,Customer_Name,Region,Category,Product,Quantity,Price,Sales_Amount,Customer_Segment,Payment_Method,Sales_Channel
ORD101512,2024-05-31,Customer_3187,South,Grocery,Mobile,2.0,99946.68,199893.36,Consumer,Cash,Store
ORD100437,2025-07-12,Customer_8849,Central,Furniture,Backpack,4.0,15055.43,60221.72,Corporate,Cash,Marketplace
ORD100193,2024-03-28,Customer_9612,East,Beauty,Shoes,11.0,47071.24,517783.64,Small Business,Cash,Online
ORD101436,2025-11-09,Customer_1201,South,Clothing,Desk,10.0,40190.47,401904.7,Corporate,Credit Card,Store
ORD100615,2025-12-13,Customer_2943,North,Electronics,Shirt,1.0,79054.74,79054.74,Consumer,Debit Card,Online
ORD101494,2025-06-17,Customer_4361,North,electronics,Desk,7.0,67546.49,472825.43,Corporate,Credit Card,Marketplace
ORD100577,2024-03-27,Customer_1911,South,Sports,desk,12.0,60295.06,723540.72,Consumer,Debit Card,Online
ORD100987,2024-08-25,Customer_5773,East,Sports,Mobile ,2.0,85701.71,171403.42,Consumer,Credit Card,Marketplace
ORD101433,2024-05-05,Customer_9336,Central,Electronics,Mobile,9.0,66718.76,,Consumer,Net Banking,Online
ORD100707,2025-06-30,Customer_4120,Central,,MOBILE,1.0,59893.3,59893.3,Small Business,Credit Card,store
ORD101259,2025-04-17,Customer_5945,East,Sports,Keyboard,9.0,51216.97,460952.73,Corporate,Credit Card,Online
ORD100142,2024-03-06,Customer_7521,South,Furniture,Chair,12.0,72456.1,869473.2,Consumer,UPI,Marketplace
ORD101358,2024-09-27,Customer_1225,South,Electronics,Laptop,13.0,49192.68,,Small Business,Debit Card,Online
ORD100003,2024-01-26,,Central,Grocery,Mobile,13.0,89458.55,1162961.15,Consumer,UPI,Marketplace
ORD101222,2024-04-02,Customer_5558,Central,Sports,Chair,11.0,17267.66,,Corporate,Net Banking,Marketplace
ORD101870,,Customer_2097,Central,Beauty,Headphones,12.0,7182.07,86184.84,Corporate,Credit Card, Online
ORD101623,2025-10-10,Customer_5082,North,Electronics,Chair,1.0,,33800.28,Consumer,Net Banking,Online
ORD100340,2025-08-06,Customer_1659,North,Beauty,Keyboard,7.0,11000.05,77000.35,Corporate,UPI,Online
ORD101770,2025-10-04,Customer_9962,Central,Clothing,Shirt,8.0,53248.97,425991.76,Corporate,Credit Card,Online
ORD101537,2025-03-16,Customer_6145,West,Grocery,Keyboard,12.0,73735.95,884831.4,Consumer,Debit Card,Marketplace
ORD100484,2024-01-25,Customer_6489,South,Electronics,,8.0,5328.65,42629.2,Consumer,Net Banking,Online
ORD100266,2025-10-31,Customer_7070,south,Sports,Chair,,58829.65,411807.55,Corporate,Debit Card,Online
ORD100377,2024-05-15,Customer_7229,East,Grocery,Keyboard,4.0,39497.1,157988.4,Corporate,Net Banking,Store
ORD100742,2024-02-11,Customer_6246,South,Clothing,Monitor,3.0,34304.13,102912.39,Corporate,Debit Card,Store
ORD101014,2025-08-05,Customer_1725,East,Furniture,Laptop,5.0,65201.63,326008.15,Small Business,Net Banking,Online
ORD100440,2025-08-19,Customer_9824,West,Furniture ,Keyboard,7.0,23600.03,165200.21,Corporate,UPI,Marketplace
ORD100272,2024-04-21,Customer_3007,west,Sports,Keyboard,2.0,35737.53,71475.06,Corporate,UPI,Online
ORD100185,2024-04-24,Customer_7044,,Sports,backpack,7.0,16483.55,115384.85,Consumer,Cash,Online
ORD100940,2024-02-24,Customer_5521,Central,Electronics,Headphones,9.0,1892.77,17034.93,Corporate,Debit Card,Online
ORD100245,2025-05-12,Customer_5949,North,furniture,Shirt,1.0,59332.55,59332.55,Corporate,UPI,Online
ORD100932,2024-04-26,,Central,Electronics,Shoes,5.0,97808.38,489041.9,Small Business,Credit Card,Marketplace
ORD100446,2024-11-11,Customer_4972,West,Beauty,Desk,6.0,23101.59,138609.54,Corporate,Credit Card,Online
ORD100597,2025-04-11,Customer_1987,East,Clothing,Chair,10.0,23341.29,233412.9,Small Business,Credit Card,Store
ORD100818,2024-10-01,Customer_2294,East,Furniture,Monitor,,23662.17,23662.17,Small Business,Debit Card,Store
ORD101273,2024-12-19,Customer_2494,East,Grocery,Shoes,14.0,84729.24,1186209.36,Corporate,Net Banking,Online
ORD101677,2024-08-04,Customer_9625,South,Clothing,Chair,1.0,77331.6,77331.6,Corporate,Net Banking,Online
ORD100487,2025-02-12,Customer_9901,South,Grocery,Laptop,,99548.5,1194582.0,Consumer,Net Banking,Store
ORD100681,2025-01-24,Customer_3444,central,Beauty,Chair,4.0,42487.26,169949.04,Corporate,UPI,Store
ORD100416,2024-04-04,Customer_5735,West,,Desk,1.0,37413.62,37413.62,Consumer,Credit Card,Store
ORD100274,2024-07-15,Customer_8366,West,Beauty,Laptop,12.0,78200.85,938410.2,Corporate,UPI,Store
ORD101472,2024-11-27,Customer_5777,East,Clothing,Laptop,6.0,10364.55,62187.3,Corporate,Net Banking,Marketplace
ORD101830,2025-01-16,Customer_4706,SOUTH,Furniture,Headphones,12.0,21418.0,257016.0,,Net Banking ,Store
ORD101455,2024-05-31,Customer_9225,South,Beauty,Monitor,11.0,63745.37,701199.07,Corporate,Net Banking,Store
ORD100251,,Customer_2195,West,Beauty,Headphones,14.0,39964.69,559505.66,Small Business,Credit Card,Marketplace
ORD100414,2024-09-14,Customer_4684,Central,Grocery,Headphones,,8795.19,35180.76,Consumer,Credit Card,Online
ORD101386,2025-10-26,Customer_8167,South,Electronics,,13.0,,1208126.53,Corporate,Cash,Store
ORD101308,2024-08-12,Customer_6753,West,Clothing,Chair,5.0,47840.06,239200.3,Corporate,UPI,Store
ORD100716,2025-03-14,Customer_4422,North,Sports,Shoes,12.0,49655.18,595862.16,Small Business,Credit Card,Store
ORD100311,2025-11-08,Customer_8060,North,Clothing,Chair,1.0,15700.77,15700.77,Small Business,Debit Card,Online
ORD100927,2024-12-14,Customer_9537,west,Furniture,Chair,6.0,74953.44,449720.64,Corporate,UPI,Online
ORD100382,2024-10-18,Customer_4125,North,Grocery,Chair,8.0,82257.1,658056.8,Corporate,Debit Card,Online
ORD101566,2025-07-29,Customer_8408,West,Furniture,Desk,4.0,45546.4,182185.6,Consumer,Debit Card,Store
ORD100426,2024-06-14,Customer_7220,Central,Grocery,Chair,12.0,36141.17,433694.04,Consumer,UPI,Marketplace
ORD101875,,Customer_5525,West,Furniture,Headphones,7.0,62836.54,439855.78,Corporate ,,Store
ORD100533,2025-09-30,Customer_6026,West,Electronics,Shirt,14.0,56700.88,793812.32,Consumer,Cash, Online
ORD100753,2024-04-27,Customer_5836,West,Beauty,Desk,1.0,16168.73,16168.73,Small Business,Debit Card,Store
ORD100766,2024-04-20,Customer_3756,South,Grocery,Shirt,5.0,68819.62,344098.1,Consumer,Cash,Online
ORD101357,2024-01-15,Customer_2106,West,Grocery,Monitor,5.0,30314.5,151572.5,Small Business,Debit Card,Online
ORD100409,2025-12-04,Customer_8932,Central,,Mobile,1.0,29598.3,29598.3,Corporate,UPI,Store
ORD101615,2024-01-07,Customer_1999,South,Sports,Shirt,14.0,27696.11,387745.54,Corporate,upi,Store
ORD100695,2025-03-22,Customer_9683,South,Furniture,Headphones,3.0,89591.88,268775.64,Corporate,Credit Card,Store
ORD101739,2024-04-26,Customer_2770,East,Beauty,Desk,8.0,90385.38,723083.04,Corporate,Credit Card,Online
ORD100549,2025-03-06,Customer_9998,North,Beauty,Laptop,5.0,95736.56,478682.8,Corporate,Credit Card,Store
ORD100937,2025-08-13,Customer_2036,North,Beauty ,Desk,1.0,54530.29,54530.29,Consumer,Credit Card,Store
ORD101390,2024-02-16,Customer_2412,East,Furniture,Chair,9.0,63291.16,569620.44,Small Business,,Online
ORD101608,2024-01-30,Customer_3435,West,,Desk,4.0,77715.11,310860.44,Small Business,Cash,Online
,2025-10-27,Customer_7825,Central,Furniture,Shirt,12.0,19003.23,228038.76,Consumer,Debit Card,Store
ORD101482,2025-05-02,Customer_1104, Central,Beauty,Headphones,1.0,8363.27,8363.27,Small Business,Credit Card,Marketplace
ORD100183,2025-05-15,Customer_1430,West,Sports,Laptop,14.0,48142.29,673992.06,Consumer,Cash,Marketplace
ORD101071,2025-11-09,Customer_4022,South,,Monitor,8.0,1898.21,15185.68,Small Business,Debit Card,Online
ORD101161,2025-07-10,Customer_2871,South,Clothing,Backpack,6.0,59127.66,354765.96,Corporate,Credit Card,
ORD100171,2025-10-16,Customer_5757,North,Furniture, Chair,11.0,61333.12,674664.32,Small Business,Cash,Online 
ORD100293,2024-08-30,Customer_9148,West,Grocery,Keyboard,,48041.72,432375.48,Small Business,Debit Card,Marketplace
ORD100562,2024-08-03,Customer_9972,North,Sports,Monitor,13.0,66664.06,866632.78,Small Business,Cash,Store
ORD101457,2024-01-03,Customer_3938,East,Beauty,Shoes,12.0,46370.95,556451.4,Small Business,UPI,Marketplace
ORD101877,2024-04-05,Customer_8506,CENTRAL,Grocery,Mobile,5.0,16365.22,81826.1,Small Business,,Store
ORD101652,2025-03-28,Customer_9743,East,Grocery,Shoes,2.0,52770.54,105541.08,Consumer,,Online
ORD100850,2025-02-20,Customer_1539,East,Clothing,Chair,12.0,43574.52,522894.24,Small Business,Net Banking,Online
ORD100273,2024-09-11,,West,Beauty,Chair,5.0,53397.84,266989.2,Corporate,Credit Card,Online
,2024-09-18,Customer_5984,East,Clothing,Laptop,8.0,68835.64,550685.12,Small Business,Cash,Online
ORD101035,2024-01-27,Customer_2712,South,Sports,Shirt,9.0,3208.45,28876.05,Corporate,UPI,Store
ORD101744,2024-12-25,Customer_7875,South,Beauty,Shirt,3.0,88899.85,266699.55,Small Business,Net Banking,Marketplace
ORD100372,2024-03-16,Customer_4728,East,Beauty,Keyboard,3.0,10980.94,32942.82,Small Business,Cash,Store
ORD101670,2024-08-13,Customer_9035,North,Grocery,Backpack,12.0,35568.6,426823.2,Corporate,Credit Card,Marketplace
ORD100722,2025-01-23,Customer_2922,South,Clothing,Shoes,5.0,25917.32,,Consumer,UPI,Online
ORD100734,2024-01-20,Customer_6053,,,Headphones,13.0,54001.67,702021.71,Consumer,Net Banking,Marketplace
ORD100778,2025-10-04,Customer_1794,North,Electronics,Laptop,9.0,84212.84,757915.56,Corporate,Net Banking,STORE
ORD100519,2024-02-15,Customer_5272,Central,Furniture,Headphones,7.0,11853.14,82971.98,Consumer,UPI,Store
ORD100335,2024-03-10,Customer_3363,South,,Backpack,14.0,86657.22,1213201.08,Consumer,Debit Card,Store
ORD100846,2025-06-13,Customer_1762,South,Beauty,Shirt,3.0,22631.58,,Corporate,Debit Card,Online
ORD101252,2025-09-26,Customer_3588,West,Clothing,Mobile,12.0,9977.47,119729.64,Consumer ,Debit Card,Online
ORD101053,2025-08-22,Customer_6225,North,Furniture,Mobile,6.0,75948.95,455693.7,,UPI,Marketplace
ORD101411,2025-05-16,Customer_2934,South,Grocery,Shoes,14.0,70033.42,980467.88,Consumer,,Marketplace
ORD100016,2024-04-05,Customer_9443,East,Furniture,Headphones,4.0,24604.02,98416.08,Small Business ,Net Banking,Online
ORD100708,2024-01-28,Customer_1844,North,Grocery,Monitor,4.0,9591.67,38366.68,Consumer,Credit Card,Marketplace
ORD100901,2024-07-17,Customer_1085,North,Beauty,Keyboard,1.0,30939.0,30939.0,Consumer,Credit Card,Store
ORD100323,2024-02-21,Customer_2204,Central,Furniture,Shoes,14.0,11399.67,159595.38,Small Business,Debit Card,Marketplace
ORD101573,2025-11-12,Customer_1195,West,Furniture,Shoes,2.0,,76639.54,Corporate,UPI,Store
ORD100904,2025-01-04,Customer_6896,South,Sports ,Mobile,2.0,18383.24,36766.48,Small Business,UPI,Online
ORD100466,2024-12-06,Customer_5676,Central,Clothing,Desk,7.0,26563.06,185941.42,Consumer,Debit Card,Store
ORD101159,2024-12-06,Customer_9369,South,Electronics ,Chair,6.0,44802.07,268812.42,Consumer,Cash,Online
ORD100200,,Customer_8372,South,Sports,Desk,14.0,65360.98,915053.72,Corporate,UPI,Store
ORD101207,2025-11-21,Customer_5090,North,Sports,mobile,3.0,59672.52,179017.56,Small Business,Cash,Marketplace
ORD101056,2025-05-18,Customer_1732,West,Electronics,Headphones,9.0,80758.86,726829.74,Small Business,Credit Card,STORE
ORD101132,2024-09-06,Customer_1878,SOUTH, Sports,Backpack,9.0,17141.13,154270.17,Corporate,Credit Card,Marketplace
ORD101380,2025-10-25,Customer_3545,Central,Furniture,Shirt,7.0,25679.15,179754.05,Consumer,UPI,Online
ORD100999,2025-11-08,Customer_8357,East,Electronics,Keyboard,7.0,13069.66,91487.62,Small Business,Credit Card,Store
ORD100728,2025-01-23,Customer_6269,South,Electronics,Shirt,5.0,55825.54,279127.7,Consumer,Cash,Marketplace
ORD101772,,Customer_6536,East,Beauty,Shoes,1.0,6226.96,6226.96,,Cash,Marketplace
ORD100995,2024-08-27,Customer_3525,East,clothing,Shirt,1.0,32368.82,32368.82,Consumer,UPI,Store
ORD101822,2025-12-25,Customer_7052,East,Sports,Chair,,80371.46,160742.92,Corporate,Credit Card,Store
ORD100568,2025-04-21,Customer_6375,West,Electronics,Mobile,3.0,77694.69,233084.07,Small Business,Net Banking,Store
ORD100044,2024-04-09,Customer_6649,Central,Beauty,Laptop,14.0,81886.07,1146404.98,Consumer,Net Banking,Online
ORD100275,2024-07-13,Customer_5061,South,Grocery,Monitor,10.0,70568.02,705680.2,Corporate,Credit Card,Online
ORD101097,2024-07-27,Customer_7367,West,Electronics,Mobile,8.0,22712.51,181700.08,Corporate,Debit Card,Marketplace
ORD100102,2024-08-22,Customer_2311,East,Grocery,Chair,12.0,86825.47,1041905.64,Small Business ,Cash,Marketplace
ORD101232,2024-01-30,Customer_9756,West,Furniture,Shirt,12.0,8530.8,102369.6,Corporate,Net Banking,Online
ORD101722,2025-03-23,Customer_3304,Central,Clothing,Monitor,14.0,97439.79,1364157.06,Consumer,Cash,Marketplace
ORD101833,2025-02-22,Customer_3476,Central,Furniture,Mobile,1.0,11975.55,,Corporate,Net Banking,Marketplace
ORD100108,2024-08-04,Customer_3730,South,Furniture,BACKPACK,2.0,20449.75,40899.5,Consumer,UPI,Online
ORD101618,2025-08-02,Customer_7275,South,,Shirt,14.0,90651.45,1269120.3,,Credit Card,
ORD100498,2024-12-05,Customer_8518,South,Clothing,Keyboard,14.0,82198.46,1150778.44,Consumer,Debit Card,Store
ORD101634,2024-11-15,Customer_7363,Central,Sports,Desk,11.0,30261.48,332876.28,Consumer,Net Banking,Online
ORD100882,2024-11-09,Customer_6829,South,Beauty,Shoes,13.0,34657.45,450546.85,Small Business,Net Banking,Store
ORD100757,2025-12-17,Customer_4768,West,Beauty,Laptop,14.0,88156.93,1234197.02,Corporate,Net Banking,Marketplace
ORD100620,2024-09-12,Customer_3086,North,Sports,Backpack,12.0,32417.69,389012.28,Corporate,UPI,Marketplace
ORD101107,2025-10-07,Customer_6131,Central,Sports,Shoes,10.0,53178.52,531785.2,Corporate,Cash ,Online
ORD101795,2025-09-21,Customer_1893,West,Sports,Headphones,7.0,40634.54,284441.78,Small Business,Cash,Marketplace
ORD100810,2025-10-28,Customer_3439,West,Clothing,Backpack,13.0,74617.93,970033.09,Small Business,Credit Card,Marketplace
ORD101038,2025-11-21,Customer_2406,West,Clothing,Chair,11.0,31560.47,347165.17,Consumer,Net Banking,Store
ORD100073,2025-04-09,Customer_1599,West,Clothing,Headphones,12.0,81896.69,982760.28,Corporate,Credit Card,Marketplace
ORD101284,2025-05-09,Customer_1132,East,Beauty,Backpack,14.0,13665.33,191314.62,Corporate,UPI,Store
ORD101272,2025-03-28,Customer_8032,West,Clothing,Chair,5.0,10215.87,51079.35,Consumer,,Online
ORD101335,2025-07-06,Customer_5842,South,Grocery,Headphones,11.0,14883.62,163719.82,Consumer,Net Banking,Marketplace
ORD101459,2024-05-28,Customer_9450,South,Beauty,SHOES,3.0,30389.09,91167.27,Corporate,UPI,Marketplace
ORD100482,2024-08-21,Customer_5888,South,Electronics,Backpack,4.0,45740.18,182960.72,Small Business,Cash,STORE
ORD101069,2025-05-22,Customer_4798,North,Beauty, Shirt,9.0,80255.2,722296.8,Small Business,Net Banking,
ORD100507,2025-09-02,Customer_8007,West,Furniture,Backpack,6.0,73744.3,442465.8,Corporate,Credit Card,Marketplace
ORD101238,2025-01-18,,Central,Beauty,,1.0,81690.65,81690.65,Corporate,Credit Card,Marketplace
ORD101862,2025-02-05,Customer_1699,East,Clothing,Monitor,14.0,22750.07,318500.98,Small Business,Credit Card,Store
ORD100541,2025-02-22,Customer_4618,North,Clothing,Keyboard,10.0,72170.06,721700.6,Consumer,Cash,Online
ORD101477,2024-05-09,Customer_9083,South,Sports,Laptop,1.0,89583.1,89583.1,Small Business,net banking,Store
ORD101867,2024-11-13,Customer_3422,Central,Furniture,Chair,12.0,31723.31,380679.72,Consumer,Debit Card,Marketplace
ORD101456,2025-09-02,Customer_1862,North,,Desk,11.0,52675.22,579427.42,Consumer,UPI,Online
ORD100312,2025-05-13,Customer_3194,West,Electronics,Desk,8.0,23532.67,188261.36,Small Business,Net Banking,Marketplace
ORD100963,2025-09-27,Customer_5922,Central,Clothing,Keyboard,12.0,35731.43,428777.16,Small Business,Credit Card,Marketplace
ORD100406,2024-08-03,Customer_9950,North,FURNITURE,Shoes,14.0,85955.64,,Small Business ,Debit Card,Store
ORD101331,2025-03-01,Customer_9482,South,Sports,Monitor,9.0,32649.73,293847.57,Consumer,Credit Card,Online
ORD101650,2025-05-12,Customer_4951,North,Electronics,Keyboard,9.0,13786.21,124075.89,Consumer ,UPI,Online
ORD100310,2025-07-23,Customer_2761,Central,Sports,Mobile,9.0,73109.86,657988.74,Consumer,Credit Card,Online
ORD100227,2025-07-21,Customer_9740,North,Clothing,Backpack,3.0,99214.12,297642.36,Small Business,Debit Card,Marketplace
ORD101858,2024-11-13,Customer_3738,East,Sports,Desk,7.0,11937.39,83561.73,Consumer,UPI,Online
ORD100711,2025-07-31,Customer_1647,,Furniture,Headphones,9.0,38926.41,350337.69,Consumer,Debit Card,Store
ORD100800,2024-04-18,Customer_5501,Central,Electronics,Monitor,14.0,70324.05,984536.7,Consumer,Debit Card,Marketplace
ORD101384,2025-12-18,Customer_2083,West,Beauty,Chair,12.0,73429.57,881154.84,Small Business,Cash,Marketplace
ORD101786,2025-04-17,Customer_5346,North,Electronics,Keyboard,10.0,75930.99,759309.9,Consumer,Net Banking,Store
ORD100149,2025-07-20,Customer_9176,Central,Clothing,Backpack,7.0,21113.92,147797.44,Consumer,Cash,Marketplace
ORD101555,2024-03-09,Customer_2494,North,Electronics,Desk,3.0,94889.71,284669.13,Corporate,Debit Card,Store
ORD101549,2025-11-12,Customer_3582,South,Furniture ,Shoes,13.0,10076.7,130997.1,consumer,Net Banking,Store
ORD100926,2025-03-27,Customer_4977,West,Clothing,Keyboard,5.0,46070.21,230351.05,Consumer,UPI,Store
ORD100943,2025-07-30,Customer_8933,Central,Furniture,Keyboard,3.0,16245.82,48737.46,Corporate,Cash,Online
ORD100837,2024-12-29,Customer_8109,SOUTH,Grocery,Chair,9.0,16612.88,149515.92,Small Business,UPI,Marketplace
ORD100576,2025-11-05,Customer_8298,East,Clothing,BACKPACK,14.0,1867.01,26138.14,Corporate,Credit Card,Store
ORD100558,2025-07-15,Customer_6927,Central,Grocery,,8.0,82950.31,663602.48,Consumer,Debit Card,Marketplace
ORD101236,2024-10-27,,Central,Electronics,Desk,2.0,21683.53,43367.06,Corporate,Net Banking,Marketplace
ORD101361,2025-04-10,Customer_1652,South,Beauty,Shirt,13.0,44178.25,574317.25,Consumer,upi,Store
ORD101348,2024-05-24,Customer_3162,East,Furniture,Backpack,6.0,68107.51,408645.06,Consumer,Cash,Marketplace
ORD101162,2025-01-21,Customer_5389,South,Furniture,Shirt,6.0,53747.05,322482.3,Small Business,Credit Card,Online
ORD101443,2024-12-07,Customer_3932,Central,Beauty,Shirt,4.0,54943.15,219772.6,Consumer ,Debit Card,Marketplace
ORD100287,2024-04-10,Customer_3610,Central,Beauty,Chair,4.0,18083.04,72332.16,Corporate,UPI ,Store
ORD101605,2025-11-04,Customer_5505,Central,Electronics,Chair,5.0,65130.64,325653.2,Small Business,Cash,Store
ORD101058,2025-04-26,Customer_1370,South,Beauty,Monitor,10.0,89894.85,898948.5,Small Business,Cash,Marketplace
ORD100599,2025-10-06,Customer_8734,Central,Electronics,Mobile,5.0,17457.88,87289.4,Corporate,Credit Card,Online
ORD100933,,Customer_5933,central,Sports,Desk,5.0,79419.57,397097.85,Corporate,Credit Card,Marketplace
ORD101462,2024-09-13,Customer_2129,South,Furniture,Mobile,9.0,12083.37,,Corporate,Net Banking,Marketplace
,2024-03-27,Customer_6224,West,Electronics,Shoes,10.0,96234.79,962347.9,small business,UPI,Marketplace
ORD101588,2024-04-20,Customer_2506,Central,Clothing,Backpack,1.0,54741.63,54741.63,Small Business,UPI,Marketplace
ORD101041,2024-01-22,Customer_6707,East,Grocery,Desk,13.0,16796.49,218354.37,Small Business,Net Banking,Store
ORD101231,2024-11-02,Customer_2037,East,Beauty,Shoes,10.0,44940.42,449404.2,,Credit Card,Marketplace
ORD100807,2025-03-21,Customer_2753,Central,Sports,Keyboard,7.0,63685.42,445797.94,Small Business,Credit Card,Marketplace
ORD100905,2024-07-02,Customer_5419,West,Clothing,Desk,1.0,2301.31,2301.31,Corporate,Credit Card,Marketplace
ORD101680,2024-10-23,Customer_6435,Central,Sports,Keyboard,12.0,45877.64,550531.68,Corporate,UPI,Store
ORD101205,2024-03-23,Customer_3078,East,Beauty,Mobile,6.0,66300.18,397801.08,Small Business,Net Banking,Online
ORD100768,2024-01-27,Customer_3773,North,Sports,Chair,5.0,53915.7,269578.5,Corporate,UPI,Online
ORD100610,2024-01-06,Customer_7154,North,Electronics,Shoes,13.0,38769.17,503999.21,Small Business,Net Banking,Store
ORD100539,2024-11-12,Customer_5833,Central,Grocery,Monitor,10.0,67462.95,674629.5,Small Business,Net Banking,Store
ORD101565,2025-08-23,Customer_7625,Central,Clothing,Shoes,11.0,76254.67,838801.37,Small Business,Credit Card,online
ORD101423,2024-04-11,Customer_6900,West,Furniture,Laptop,4.0,708.27,2833.08,Corporate,Credit Card,Store
ORD101011,2024-06-18,Customer_5067,Central,beauty,Headphones,,75982.28,911787.36,Corporate,UPI,Marketplace
ORD100494,2025-06-05,Customer_4159,West,Beauty,Backpack,6.0,75508.3,453049.8,Corporate,UPI,Store
ORD101321,2024-02-10,Customer_6152,,Grocery,Shoes,4.0,54528.28,218113.12,Small Business,Debit Card,Store
ORD100278,2024-05-23,Customer_1829,North,Sports,Mobile,4.0,55858.21,223432.84,Consumer,Net Banking,Online
ORD101847,2024-10-17,Customer_8803,South,Electronics, Chair,3.0,61629.6,184888.8,Consumer,Credit Card,Store
ORD100359,2025-02-09,Customer_9721,North,Electronics,Shoes,4.0,54614.12,218456.48,Corporate,UPI,Marketplace
,2024-06-11,Customer_2916,Central,Beauty,Laptop,9.0,26850.89,241658.01,Corporate,Cash,Store
ORD100237,2024-03-10,Customer_1744,North,Beauty,Chair,10.0,63290.8,632908.0,Small Business,Debit Card,
ORD100552,2025-11-24,Customer_4578,West,Sports,Chair,10.0,,575588.2,Small Business,Debit Card,Online
ORD101868,2025-07-26,Customer_5225,Central,Beauty,Shoes,9.0,81659.44,734934.96,Corporate,UPI,Marketplace
ORD101813,2025-04-06,Customer_8715,South,,Headphones,10.0,56053.16,560531.6,Corporate,Debit Card,Online
ORD100209,2025-12-07,Customer_1907,West,Beauty,Desk,14.0,84061.2,1176856.8,Consumer,Debit Card,Marketplace
ORD101387,2025-02-22,Customer_4909,North,Grocery,Backpack,8.0,3151.89,25215.12,Consumer,Credit Card,Store
ORD101561,2025-01-16,Customer_5896,West,Sports,Desk,8.0,72513.16,580105.28,Consumer,Credit Card,Online
ORD100059,2025-01-05,Customer_8498,East,Grocery,Monitor,4.0,70886.34,283545.36,Corporate,Debit Card,Marketplace
ORD100632,2025-05-31,Customer_8546,North,Beauty,Headphones,1.0,12807.26,12807.26,Small Business,Cash,Store
ORD101816,2024-03-27,Customer_2493,Central,Sports,Shirt,14.0,17291.71,242083.94,Small Business,Net Banking,Marketplace 
ORD101860,2025-12-16,Customer_4157,West,Furniture,Keyboard,4.0,71469.64,285878.56,Small Business,Debit Card, Marketplace
ORD101817,2025-05-31,Customer_9914,South,Sports,Shoes,8.0,97244.76,777958.08,Small Business,UPI,Online
ORD100364,2025-04-13,Customer_7035,Central,Furniture,,3.0,64293.34,192880.02,Small Business,Credit Card,Online
ORD100506,2024-04-21,Customer_7643,West,Sports,Laptop,10.0,2100.63,21006.3,Corporate,Debit Card,Store
ORD101166,2025-12-15,Customer_1681,East,Clothing,,11.0,84408.07,928488.77,Small Business,Debit Card,Online
ORD101122,2025-10-25,Customer_8973,West,Furniture,Laptop,14.0,6562.22,91871.08,Consumer,Credit Card,Store
ORD101630,2025-04-09,Customer_8940,East,Electronics,Chair,7.0,49781.51,,Small Business,Debit Card,Online
ORD101217,2024-08-28,Customer_8405,Central,Electronics,Headphones,5.0,59909.37,299546.85,Corporate,Net Banking,Marketplace
ORD101152,2025-11-06,Customer_5503,Central,Furniture,Headphones,11.0,90747.28,998220.08,,UPI,Marketplace
ORD101125,2024-10-25,Customer_3733,North,Beauty,Shoes,1.0,69475.6,69475.6,Small Business,Debit Card,Online
ORD101595,2024-08-19,Customer_8096,South,Sports,Headphones,7.0,71042.53,497297.71,Consumer,Debit Card,Online
ORD100119,2024-05-22,Customer_6952,West,Electronics,Shoes,13.0,46263.52,601425.76,Small Business,Cash,Online
ORD101250,2025-09-16,Customer_1266,North,Grocery ,Keyboard,5.0,57968.71,289843.55,Consumer,UPI,Store
ORD101320,2025-10-23,Customer_8035,,Grocery,Desk,10.0,83085.78,830857.8,Corporate,Debit Card,Store
ORD100523,2025-06-16,Customer_5374,East,Clothing,Shoes,4.0,34697.54,138790.16,corporate,UPI,Marketplace
ORD100514,2024-04-28,Customer_3303,Central,Beauty,Monitor,5.0,86482.15,432410.75,Small Business,Credit Card,Online
ORD100082,2025-12-19,Customer_8159,North,Sports,Laptop,4.0,82609.48,330437.92,Small Business,Cash,Marketplace
ORD100916,2025-12-15,Customer_2468,Central,Grocery,Chair,2.0,54928.98,109857.96,Small Business,Net Banking,Online
ORD101019,2025-12-06,Customer_1172,North,Electronics,Mobile,13.0,52590.95,683682.35,Consumer,Net Banking,Online
ORD100381,2025-01-13,Customer_2800,South,Clothing,Laptop,4.0,52171.29,,Consumer, Cash,Store
ORD101030,2024-02-10,Customer_9199,North,Electronics,Backpack,8.0,57767.25,462138.0,Consumer,Net Banking,Marketplace
ORD101689,2025-06-29,Customer_3320,East,Furniture,Monitor,3.0,,165731.49,Small Business,UPI,Online
ORD100085,2024-03-14,Customer_7334,East,Sports,Shirt,6.0,77305.0,,Small Business, Debit Card,Marketplace
ORD101678,2024-05-20,Customer_8831,Central,Clothing,keyboard,10.0,31068.99,310689.9,Small Business,Debit Card,Marketplace
ORD100330,2025-06-04,Customer_2584,South,Beauty,Shoes,4.0,57760.81,231043.24,Small Business,Net Banking,Online
ORD100007,2024-05-22,Customer_1782,East,Grocery,Backpack,5.0,51656.29,258281.45,Small Business,Cash,Marketplace
ORD100746,2024-01-21,Customer_7781,South,Sports,Shoes,11.0,61232.86,673561.46,Small Business,Credit Card,Marketplace
ORD101554,2025-04-30,Customer_3430,,Clothing,Laptop,3.0,70967.36,212902.08,Consumer,Credit Card,
ORD100915,2024-10-26,Customer_1430,,Electronics,Shoes,1.0,79190.83,79190.83,Small Business,Net Banking,Store
ORD100874,2024-12-18,Customer_6580,West,Grocery,Mobile,1.0,42945.8,42945.8,Consumer,Cash,Marketplace
